crop,price_per_tonne,cost_nitrogen_per_kg,cost_phosphorous_per_kg,cost_potash_per_kg,cost_labor_per_ha,cost_machine_per_ha,cost_seed_per_ha,cost_irrigation_per_ha
maize,150,0.7,0.5,0.25,77,440,137,0
